t,ref_q,q,ref_qd,qd,ref_qdd,V,i_est
0.066,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.067,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.068,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.069,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.07,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.071,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.072,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.073,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.074,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.075,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.076,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.077,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.078,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.079,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.08,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.081,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.082,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.083,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.084,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.085,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.086,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.087,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.088,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.089,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.09,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.091,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.092,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.093,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.094,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.095,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.096,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.097,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.098,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.099,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.1,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.101,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.102,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.103,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.104,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.105,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.106,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.107,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.108,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.109,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.11,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.111,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.112,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.113,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.114,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.115,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.116,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.117,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.118,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.119,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.12,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.121,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.122,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.123,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.124,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.125,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.126,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.127,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.128,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.129,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.13,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.131,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.132,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.133,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.134,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.135,0.0,-0.008,0.0,0.0,0.0,-0.008,-0.004
0.136,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.137,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.138,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.139,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.14,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.141,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.142,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.143,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.144,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.145,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.146,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.147,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.148,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.149,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.15,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.151,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.152,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.153,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
0.154,0.0,-0.008,0.0,0.0,0.0,-0.009,-0.004
